Unnamed: 0,Unnamed: 1,본선,Unnamed: 3,ICJC1,Unnamed: 5,ICJC2,Unnamed: 7,ICJC3,Unnamed: 9,ICJC4,Unnamed: 11,ICJC5,Unnamed: 13,ICJC6,Unnamed: 15,ICJC7,Unnamed: 17,ICJC8,Unnamed: 19,ICJC9,Unnamed: 21,기타1,Unnamed: 23,기타2,Unnamed: 25,기타3,Unnamed: 27,기타4,Unnamed: 29,기타5,Unnamed: 32,,이벤트발생
공사일지일자,토공,0~1240,,Ramp-A,,Ramp-B,,Ramp-C,,Ramp-D,,Ramp-E,,Ramp-F,,Ramp-G,,Ramp-H,,Ramp-I,,분류불능,,C/R장,,부체도로,,임목파쇄장,,산외교 함양방향,,,
20160304,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160305,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160306,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160307,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160308,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160309,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160310,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160311,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160312,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160313,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160314,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160315,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160316,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160317,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160318,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160319,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160320,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160321,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160322,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160323,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160324,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160325,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160326,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160327,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160328,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160329,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160330,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160331,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160401,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160402,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160403,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160404,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160405,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160406,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160407,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160408,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160409,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160410,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160411,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160412,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160413,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160414,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160415,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160416,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160417,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160418,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160419,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160420,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160421,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160422,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160423,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160424,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160425,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160426,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160427,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160428,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160429,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160430,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160501,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160502,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160503,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160504,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160505,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160506,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160507,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160508,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160509,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160510,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160511,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160512,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160513,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160514,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160515,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160516,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160517,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160518,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160519,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160520,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160521,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160522,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160523,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160524,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160525,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160526,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160527,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160528,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160529,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160530,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160531,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160601,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160602,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160603,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160604,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160605,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160606,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160607,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160608,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160609,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160610,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160611,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160612,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160613,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160614,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160615,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160616,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160617,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160618,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160619,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160620,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160621,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160622,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160623,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160624,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160625,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160626,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160627,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160628,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160629,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160630,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160701,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160702,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160703,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160704,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160705,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160706,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160707,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160708,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160709,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160710,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160711,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160712,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160713,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160714,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160715,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160716,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160717,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160718,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160719,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160720,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160721,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160722,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160723,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160724,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160725,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160726,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160727,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160728,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160729,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160730,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160731,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160801,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160802,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160803,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160804,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160805,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160806,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160807,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160808,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160809,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160810,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160811,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160812,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160813,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160814,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160815,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160816,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160817,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160818,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160819,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160820,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160821,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160822,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160823,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160824,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160825,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160826,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160827,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160828,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160829,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160830,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160831,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160901,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160902,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160903,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160904,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160905,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160906,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160907,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160908,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160909,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160910,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160911,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160912,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160913,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160919,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160920,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160921,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160922,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160923,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160924,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160925,이벤트발생,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,이벤트발생
20160926, STA.0+104.120(P2 울산) 항타기 진입로 정리(C)STA.0+834.720(P15 울산) ~ STA.0+889.720(P16 울산) 2공구 진입로 정리(C) , STA.0+104.120(P2 울산) 항타기 진입로 정리(C)STA.0+834.720(P15 울산) ~ STA.0+889.720(P16 울산) 2공구 진입로 정리(C) ,"('토공', 'IC/JC', '토공기타', '토공기타')",, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,
20160927,STA.0+104.120(P2 울산) 기초 토공 정리(C)STA.0+834.720(P15 울산) ~ STA.0+889.720(P16 울산) 2공구 진입로 개설(C) ,STA.0+104.120(P2 울산) 기초 토공 정리(C)STA.0+834.720(P15 울산) ~ STA.0+889.720(P16 울산) 2공구 진입로 개설(C) ,"('토공', 'IC/JC', '토공기타', '토공기타')",, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,
20160928,STA.0+104.120(P2 울산) 기초 토공 정리(C)STA.0+834.720(P15 울산) ~ STA.0+889.720(P16 울산) 2공구 진입로 개설(C) ,STA.0+104.120(P2 울산) 기초 토공 정리(C)STA.0+834.720(P15 울산) ~ STA.0+889.720(P16 울산) 2공구 진입로 개설(C) ,"('토공', 'IC/JC', '토공기타', '토공기타')",, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,
